TUBERCULOSE - Casos confirmados notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município de notificação e Tabagismo
Período:2010
"Município de notificação";"Ign/Branco";"Sim";"Não";"Total"
"313470 JACINTO";5;-;-;5
"313490 JACUTINGA";3;-;-;3
"313505 JAIBA";11;-;-;11
"313507 JAMPRUCA";1;-;-;1
"313510 JANAUBA";10;-;-;10
"313520 JANUARIA";10;-;-;10
"313535 JAPONVAR";2;-;-;2
"313540 JECEABA";1;-;-;1
"313545 JENIPAPO DE MINAS";1;-;-;1
"313550 JEQUERI";1;-;-;1
"313560 JEQUITAI";2;-;-;2
"313570 JEQUITIBA";1;-;-;1
"313580 JEQUITINHONHA";6;-;-;6
"313600 JOAIMA";3;-;-;3
"313610 JOANESIA";-;-;1;1
"313620 JOAO MONLEVADE";10;-;-;10
"313630 JOAO PINHEIRO";9;-;-;9
"313640 JOAQUIM FELICIO";2;-;-;2
"313650 JORDANIA";3;-;-;3
"313652 JOSE GONCALVES DE MINAS";1;-;-;1
"313660 NOVA UNIAO";1;-;-;1
"313665 JUATUBA";1;-;-;1
"313670 JUIZ DE FORA";211;1;-;212
"313690 JURUAIA";1;-;-;1
"313695 JUVENILIA";2;-;-;2
"313700 LADAINHA";2;-;-;2
"313720 LAGOA DA PRATA";5;-;-;5
"313730 LAGOA DOS PATOS";1;-;-;1
"313753 LAGOA GRANDE";1;-;-;1
"313760 LAGOA SANTA";10;-;-;10
"313770 LAJINHA";6;-;-;6
"313780 LAMBARI";1;-;-;1
"313800 LARANJAL";2;-;-;2
"313810 LASSANCE";2;-;-;2
"313820 LAVRAS";18;-;-;18
"313830 LEANDRO FERREIRA";1;-;-;1
"313840 LEOPOLDINA";16;-;-;16
"313860 LIMA DUARTE";5;-;-;5
"313862 LIMEIRA DO OESTE";1;-;-;1
"313865 LONTRA";2;-;-;2
"313868 LUISLANDIA";3;-;-;3
"313870 LUMINARIAS";1;-;-;1
"313880 LUZ";6;-;-;6
"313890 MACHACALIS";3;-;-;3
"313900 MACHADO";10;-;-;10
"313920 MALACACHETA";5;-;-;5
"313930 MANGA";8;-;-;8
"313940 MANHUACU";18;-;-;18
"313950 MANHUMIRIM";2;-;-;2
"313960 MANTENA";6;-;-;6
"313980 MAR DE ESPANHA";4;-;-;4
"314000 MARIANA";12;-;-;12
"314010 MARILAC";4;-;-;4
"314050 MARTINHO CAMPOS";1;-;-;1
"314055 MATA VERDE";1;-;-;1
"314080 MATIAS BARBOSA";2;-;-;2
"314085 MATIAS CARDOSO";3;-;-;3
"314090 MATIPO";1;-;-;1
"314110 MATOZINHOS";1;-;-;1
"314140 MEDINA";4;-;-;4
"314160 MERCES";5;-;-;5
"314170 MESQUITA";2;-;-;2
"314180 MINAS NOVAS";4;-;-;4
"314200 MIRABELA";2;-;-;2
"314210 MIRADOURO";1;-;-;1
"314220 MIRAI";1;-;-;1
"314225 MIRAVANIA";7;-;-;7
"314240 MOEMA";1;-;-;1
"314250 MONJOLOS";1;-;-;1
"314270 MONTALVANIA";2;-;-;2
"314280 MONTE ALEGRE DE MINAS";3;-;-;3
"314290 MONTE AZUL";3;-;-;3
"314310 MONTE CARMELO";3;-;-;3
"314320 MONTE SANTO DE MINAS";5;-;-;5
"314330 MONTES CLAROS";119;-;1;120
"314340 MONTE SIAO";2;-;-;2
"314350 MORADA NOVA DE MINAS";1;-;-;1
"314390 MURIAE";36;-;-;36
"314400 MUTUM";6;-;-;6
"314410 MUZAMBINHO";1;-;-;1
"314430 NANUQUE";17;-;-;17
"314460 NEPOMUCENO";1;-;-;1
"314465 NINHEIRA";1;-;-;1
"314470 NOVA ERA";13;-;-;13
"314480 NOVA LIMA";35;-;-;35
"314510 NOVA RESENDE";1;-;-;1
"314520 NOVA SERRANA";8;-;-;8
"314530 NOVO CRUZEIRO";9;-;-;9
"314535 NOVO ORIENTE DE MINAS";8;-;-;8
"314540 OLARIA";1;-;-;1
"314545 OLHOS-D'AGUA";1;-;-;1
"314550 OLIMPIO NORONHA";1;-;-;1
"314560 OLIVEIRA";3;-;-;3
"314590 OURO BRANCO";3;-;-;3
"314600 OURO FINO";5;-;-;5
"314610 OURO PRETO";13;-;-;13
"314620 OURO VERDE DE MINAS";1;-;-;1
"314630 PADRE PARAISO";8;-;-;8
"314670 PALMA";1;-;-;1
"314675 PALMOPOLIS";6;-;-;6
"314690 PAPAGAIOS";1;-;-;1
"314700 PARACATU";11;-;-;11
"314710 PARA DE MINAS";12;-;-;12
"314720 PARAGUACU";4;-;-;4
"314730 PARAISOPOLIS";1;-;-;1
"314740 PARAOPEBA";3;-;-;3
"314750 PASSABEM";4;-;-;4
"314760 PASSA QUATRO";4;-;-;4
"314790 PASSOS";18;-;-;18
"314795 PATIS";2;-;-;2
"314800 PATOS DE MINAS";12;-;-;12
"314810 PATROCINIO";6;-;-;6
"314840 PAULISTAS";1;-;-;1
"314850 PAVAO";1;-;-;1
"314860 PECANHA";2;-;-;2
"314870 PEDRA AZUL";5;-;-;5
"314875 PEDRA BONITA";1;-;-;1
"314915 PEDRAS DE MARIA DA CRUZ";1;-;-;1
"314930 PEDRO LEOPOLDO";13;-;-;13
"314960 PEQUI";1;-;-;1
"314980 PERDIZES";2;-;-;2
"314990 PERDOES";4;-;-;4
"314995 PERIQUITO";1;-;-;1
"315000 PESCADOR";1;-;-;1
"315020 PIEDADE DE PONTE NOVA";1;-;-;1
"315057 PINTOPOLIS";3;-;-;3
"315100 PIRANGUINHO";1;-;-;1
"315110 PIRAPETINGA";2;-;-;2
"315120 PIRAPORA";17;-;-;17
"315130 PIRAUBA";3;-;-;3
"315140 PITANGUI";10;-;-;10
"315150 PIUMHI";5;-;-;5
"315160 PLANURA";1;-;-;1
"315170 POCO FUNDO";1;-;-;1
"315180 POCOS DE CALDAS";28;-;-;28
"315200 POMPEU";6;-;-;6
"315210 PONTE NOVA";31;-;-;31
"315217 PONTO DOS VOLANTES";1;-;-;1
"315220 PORTEIRINHA";8;-;-;8
"315230 PORTO FIRME";2;-;-;2
"315240 POTE";3;-;-;3
"315250 POUSO ALEGRE";23;1;-;24
"315260 POUSO ALTO";1;-;-;1
"315280 PRATA";3;-;-;3
"315290 PRATAPOLIS";1;-;-;1
"315300 PRATINHA";1;-;-;1
"315390 RAPOSOS";3;-;-;3
"315400 RAUL SOARES";3;-;-;3
"315410 RECREIO";1;-;-;1
"315415 REDUTO";1;-;-;1
"315420 RESENDE COSTA";2;-;-;2
"315430 RESPLENDOR";2;-;-;2
"315450 RIACHO DOS MACHADOS";2;-;-;2
"315460 RIBEIRAO DAS NEVES";66;-;-;66
"315480 RIO ACIMA";3;-;-;3
"315490 RIO CASCA";5;-;-;5
"315510 RIO DO PRADO";1;-;-;1
"315570 RIO PIRACICABA";1;-;-;1
"315580 RIO POMBA";3;-;-;3
"315600 RIO VERMELHO";5;-;-;5
"315640 ROMARIA";1;-;-;1
"315650 RUBELITA";1;-;-;1
"315670 SABARA";31;-;-;31
"315680 SABINOPOLIS";5;-;-;5
"315690 SACRAMENTO";1;-;-;1
"315700 SALINAS";6;-;-;6
"315710 SALTO DA DIVISA";1;-;-;1
"315720 SANTA BARBARA";8;-;-;8
"315725 SANTA BARBARA DO LESTE";1;-;-;1
"315740 SANTA CRUZ DO ESCALVADO";1;-;-;1
"315760 SANTA FE DE MINAS";2;-;-;2
"315765 SANTA HELENA DE MINAS";2;-;-;2
"315770 SANTA JULIANA";3;-;-;3
"315780 SANTA LUZIA";38;-;-;38
"315790 SANTA MARGARIDA";8;-;-;8
"315800 SANTA MARIA DE ITABIRA";6;-;-;6
"315810 SANTA MARIA DO SALTO";9;-;-;9
"315820 SANTA MARIA DO SUACUI";3;-;-;3
"315895 SANTANA DO PARAISO";1;-;-;1
"315920 SANTA RITA DE CALDAS";1;-;-;1
"315960 SANTA RITA DO SAPUCAI";5;-;-;5
"315980 SANTA VITORIA";8;-;-;8
"315990 SANTO ANTONIO DO AMPARO";5;-;-;5
"316010 SANTO ANTONIO DO GRAMA";1;-;-;1
"316030 SANTO ANTONIO DO JACINTO";4;-;-;4
"316040 SANTO ANTONIO DO MONTE";4;-;-;4
"316045 SANTO ANTONIO DO RETIRO";1;-;-;1
"316070 SANTOS DUMONT";5;-;-;5
"316080 SAO BENTO ABADE";1;-;-;1
"316100 SAO DOMINGOS DO PRATA";1;-;-;1
"316110 SAO FRANCISCO";15;-;-;15
"316140 SAO FRANCISCO DO GLORIA";2;-;-;2
"316150 SAO GERALDO";1;-;-;1
"316190 SAO GONCALO DO RIO ABAIXO";3;-;-;3
"316200 SAO GONCALO DO SAPUCAI";6;-;-;6
"316210 SAO GOTARDO";11;-;-;11
"316240 SAO JOAO DA PONTE";3;-;-;3
"316245 SAO JOAO DAS MISSOES";6;-;-;6
"316250 SAO JOAO DEL REI";23;-;-;23
"316257 SAO JOAO DO MANTENINHA";1;-;-;1
"316270 SAO JOAO DO PARAISO";1;-;-;1
"316280 SAO JOAO EVANGELISTA";2;-;-;2
"316290 SAO JOAO NEPOMUCENO";4;-;-;4
"316292 SAO JOAQUIM DE BICAS";2;-;-;2
"316294 SAO JOSE DA BARRA";5;-;-;5
"316330 SAO JOSE DO DIVINO";3;-;-;3
"316340 SAO JOSE DO GOIABAL";2;-;-;2
"316350 SAO JOSE DO JACURI";1;-;-;1
"316360 SAO JOSE DO MANTIMENTO";1;-;-;1
"316370 SAO LOURENCO";11;-;-;11
"316400 SAO PEDRO DOS FERROS";1;-;-;1
"316440 SAO SEBASTIAO DA BELA VISTA";1;-;-;1
"316447 SAO SEBASTIAO DO ANTA";2;-;-;2
"316450 SAO SEBASTIAO DO MARANHAO";4;-;-;4
"316470 SAO SEBASTIAO DO PARAISO";8;-;-;8
"316500 SAO TIAGO";2;-;-;2
"316510 SAO TOMAS DE AQUINO";1;-;-;1
"316520 SAO THOME DAS LETRAS";2;-;1;3
"316530 SAO VICENTE DE MINAS";1;-;-;1
"316553 SARZEDO";2;-;-;2
"316555 SETUBINHA";2;-;-;2
"316630 SERICITA";8;-;-;8
"316670 SERRA DOS AIMORES";3;-;-;3
"316690 SERRANIA";3;-;-;3
"316710 SERRO";3;-;-;3
"316720 SETE LAGOAS";44;-;-;44
"316780 SOLEDADE DE MINAS";1;-;-;1
"316800 TAIOBEIRAS";4;-;-;4
"316805 TAPARUBA";2;-;-;2
"316810 TAPIRA";1;-;-;1
"316840 TARUMIRIM";1;-;-;1
"316850 TEIXEIRAS";2;-;-;2
"316860 TEOFILO OTONI";56;-;-;56
"316870 TIMOTEO";13;-;-;13
"316890 TIROS";1;-;-;1
"316900 TOCANTINS";7;-;-;7
"316905 TOCOS DO MOJI";1;-;-;1
"316920 TOMBOS";3;-;-;3
"316930 TRES CORACOES";27;-;-;27
"316935 TRES MARIAS";3;-;-;3
"316940 TRES PONTAS";4;-;-;4
"316950 TUMIRITINGA";2;-;-;2
"316970 TURMALINA";4;-;-;4
"316990 UBA";45;-;-;45
"317005 UBAPORANGA";3;-;-;3
"317010 UBERABA";65;-;-;65
"317020 UBERLANDIA";66;-;-;66
"317040 UNAI";13;-;-;13
"317050 URUCANIA";2;-;-;2
"317065 VARGEM GRANDE DO RIO PARDO";1;-;-;1
"317070 VARGINHA";32;-;-;32
"317075 VARJAO DE MINAS";1;-;-;1
"317080 VARZEA DA PALMA";7;-;-;7
"317090 VARZELANDIA";2;-;-;2
"317100 VAZANTE";2;-;-;2
"317103 VERDELANDIA";4;-;-;4
"317120 VESPASIANO";28;-;-;28
"317130 VICOSA";9;-;-;9
"317140 VIEIRAS";1;-;-;1
"317160 VIRGEM DA LAPA";2;-;-;2
"317170 VIRGINIA";1;-;-;1
"317190 VIRGOLANDIA";3;-;-;3
"317200 VISCONDE DO RIO BRANCO";13;-;-;13
"317210 VOLTA GRANDE";1;-;-;1
"320010 AFONSO CLAUDIO";4;-;-;4
"320013 AGUIA BRANCA";1;-;-;1
"320016 AGUA DOCE DO NORTE";5;-;-;5
"320020 ALEGRE";10;-;-;10
"320030 ALFREDO CHAVES";1;-;-;1
"320035 ALTO RIO NOVO";3;-;-;3
"320040 ANCHIETA";2;-;-;2
"320050 APIACA";1;-;-;1
"320060 ARACRUZ";26;-;-;26
"320070 ATILIO VIVACQUA";5;-;-;5
"320080 BAIXO GUANDU";12;-;-;12
"320090 BARRA DE SAO FRANCISCO";7;-;-;7
"320100 BOA ESPERANCA";5;-;-;5
"320110 BOM JESUS DO NORTE";5;-;-;5
"320120 CACHOEIRO DE ITAPEMIRIM";75;-;-;75
"320130 CARIACICA";148;-;-;148
"320140 CASTELO";10;-;-;10
"320150 COLATINA";35;-;-;35
"320160 CONCEICAO DA BARRA";15;-;-;15
"320170 CONCEICAO DO CASTELO";1;-;-;1
"320190 DOMINGOS MARTINS";4;-;-;4
"320200 DORES DO RIO PRETO";4;-;-;4
"320210 ECOPORANGA";2;-;-;2
"320220 FUNDAO";6;-;-;6
"320225 GOVERNADOR LINDENBERG";1;-;-;1
"320230 GUACUI";5;-;-;5
"320240 GUARAPARI";40;-;-;40
"320245 IBATIBA";1;-;-;1
"320265 IRUPI";2;-;-;2
"320270 ITAGUACU";4;-;-;4
"320280 ITAPEMIRIM";16;-;-;16
"320300 IUNA";6;-;-;6
"320305 JAGUARE";7;-;-;7
"320310 JERONIMO MONTEIRO";3;-;-;3
"320313 JOAO NEIVA";5;-;-;5
"320320 LINHARES";44;-;-;44
"320330 MANTENOPOLIS";3;-;-;3
"320332 MARATAIZES";23;-;-;23
"320334 MARECHAL FLORIANO";6;-;-;6
"320335 MARILANDIA";1;-;-;1
"320340 MIMOSO DO SUL";2;-;-;2
"320350 MONTANHA";10;-;-;10
"320360 MUCURICI";1;-;-;1
"320380 MUQUI";1;-;-;1
"320390 NOVA VENECIA";11;-;-;11
"320400 PANCAS";2;-;-;2
"320405 PEDRO CANARIO";4;-;-;4
"320410 PINHEIROS";9;-;-;9
"320420 PIUMA";1;-;-;1
"320425 PONTO BELO";3;-;-;3
"320435 RIO BANANAL";1;-;-;1
"320440 RIO NOVO DO SUL";2;-;-;2
"320450 SANTA LEOPOLDINA";6;-;-;6
"320460 SANTA TERESA";6;-;-;6
"320465 SAO DOMINGOS DO NORTE";4;-;-;4
"320470 SAO GABRIEL DA PALHA";9;-;-;9
"320480 SAO JOSE DO CALCADO";2;-;-;2
"320490 SAO MATEUS";34;-;-;34
"320495 SAO ROQUE DO CANAA";1;-;-;1
"320500 SERRA";210;-;-;210
"320501 SOORETAMA";7;-;-;7
"320503 VARGEM ALTA";4;-;-;4
"320510 VIANA";81;-;-;81
"320517 VILA VALERIO";2;-;-;2
"320520 VILA VELHA";174;-;-;174
"320530 VITORIA";336;-;1;337
"330010 ANGRA DOS REIS";92;-;-;92
"330015 APERIBE";3;-;-;3
"330020 ARARUAMA";46;-;-;46
"330022 AREAL";2;-;-;2
"330023 ARMACAO DOS BUZIOS";12;-;-;12
"330025 ARRAIAL DO CABO";15;-;-;15
"330030 BARRA DO PIRAI";23;-;-;23
"330040 BARRA MANSA";63;-;-;63
"330045 BELFORD ROXO";352;-;-;352
"330050 BOM JARDIM";1;-;-;1
"330060 BOM JESUS DO ITABAPOANA";29;-;-;29
"330070 CABO FRIO";106;-;-;106
"330080 CACHOEIRAS DE MACACU";17;-;-;17
"330090 CAMBUCI";2;-;-;2
"330093 CARAPEBUS";1;-;-;1
"330095 COMENDADOR LEVY GASPARIAN";2;-;-;2
"330100 CAMPOS DOS GOYTACAZES";152;1;-;153
"330110 CANTAGALO";7;-;-;7
"330115 CARDOSO MOREIRA";1;-;-;1
"330120 CARMO";7;-;-;7
"330130 CASIMIRO DE ABREU";3;-;-;3
"330140 CONCEICAO DE MACABU";4;-;-;4
"330150 CORDEIRO";8;-;-;8
"330160 DUAS BARRAS";6;-;-;6
"330170 DUQUE DE CAXIAS";1078;1;-;1079
"330180 ENGENHEIRO PAULO DE FRONTIN";9;-;-;9
"330185 GUAPIMIRIM";23;-;-;23
"330187 IGUABA GRANDE";10;-;-;10
"330190 ITABORAI";138;-;-;138
"330200 ITAGUAI";59;-;-;59
"330205 ITALVA";8;-;-;8
"330210 ITAOCARA";2;-;-;2
"330220 ITAPERUNA";47;-;-;47
"330225 ITATIAIA";6;-;-;6
"330227 JAPERI";80;-;-;80
"330230 LAJE DO MURIAE";4;-;-;4
"330240 MACAE";106;-;-;106
"330250 MAGE";205;-;1;206
"330260 MANGARATIBA";31;-;-;31
"330270 MARICA";67;-;-;67
"330280 MENDES";10;-;-;10
"330285 MESQUITA";139;-;-;139
"330290 MIGUEL PEREIRA";6;-;-;6
"330300 MIRACEMA";14;-;-;14
"330310 NATIVIDADE";8;-;-;8
"330320 NILOPOLIS";157;-;-;157
"330330 NITEROI";656;-;1;657
"330340 NOVA FRIBURGO";55;-;-;55
"330350 NOVA IGUACU";695;-;1;696
"330360 PARACAMBI";117;-;-;117
"330370 PARAIBA DO SUL";11;-;-;11
"330380 PARATY";14;-;-;14
"330385 PATY DO ALFERES";7;-;-;7
"330390 PETROPOLIS";128;-;-;128
"330395 PINHEIRAL";10;-;-;10
"330400 PIRAI";18;-;-;18
"330410 PORCIUNCULA";7;-;-;7
"330411 PORTO REAL";3;-;-;3
"330412 QUATIS";5;-;-;5
"330414 QUEIMADOS";105;-;-;105
"330415 QUISSAMA";3;-;-;3
"330420 RESENDE";40;-;-;40
"330430 RIO BONITO";35;-;-;35
"330440 RIO CLARO";4;-;-;4
"330450 RIO DAS FLORES";4;-;-;4
"330452 RIO DAS OSTRAS";49;-;-;49
"330455 RIO DE JANEIRO";7673;20;6;7699
"330460 SANTA MARIA MADALENA";1;-;-;1
"330470 SANTO ANTONIO DE PADUA";13;-;-;13
"330475 SAO FRANCISCO DE ITABAPOANA";10;-;-;10
"330480 SAO FIDELIS";5;-;-;5
"330490 SAO GONCALO";579;-;-;579
"330500 SAO JOAO DA BARRA";3;-;-;3
"330510 SAO JOAO DE MERITI";430;-;16;446
"330513 SAO JOSE DE UBA";1;-;-;1
"330515 SAO JOSE DO VALE DO RIO PRETO";4;-;-;4
"330520 SAO PEDRO DA ALDEIA";25;-;-;25
"330530 SAO SEBASTIAO DO ALTO";4;-;-;4
"330540 SAPUCAIA";5;-;-;5
"330550 SAQUAREMA";25;-;-;25
"330555 SEROPEDICA";31;-;-;31
"330560 SILVA JARDIM";8;-;-;8
"330570 SUMIDOURO";3;-;-;3
"330575 TANGUA";14;-;-;14
"330580 TERESOPOLIS";48;-;-;48
"330590 TRAJANO DE MORAES";1;-;-;1
"330600 TRES RIOS";32;-;-;32
"330610 VALENCA";15;-;-;15
"330620 VASSOURAS";21;-;-;21
"330630 VOLTA REDONDA";116;-;-;116
"350010 ADAMANTINA";5;-;-;5
"350030 AGUAI";12;-;-;12
"350050 AGUAS DE LINDOIA";1;-;1;2
"350060 AGUAS DE SAO PEDRO";1;-;-;1
"350070 AGUDOS";9;-;2;11
"350115 ALUMINIO";4;-;-;4
"350130 ALVARES MACHADO";4;-;-;4
"350140 ALVARO DE CARVALHO";21;-;-;21
"350160 AMERICANA";48;-;2;50
"350170 AMERICO BRASILIENSE";14;-;-;14
"350180 AMERICO DE CAMPOS";1;-;-;1
"350190 AMPARO";21;-;1;22
"350210 ANDRADINA";23;-;2;25
"350220 ANGATUBA";5;-;-;5
"350250 APARECIDA";19;-;1;20
"350270 APIAI";2;-;-;2
"350275 ARACARIGUAMA";9;-;-;9
"350280 ARACATUBA";22;-;-;22
"350290 ARACOIABA DA SERRA";5;-;-;5
"350315 ARAPEI";1;-;-;1
"350320 ARARAQUARA";39;-;1;40
"350330 ARARAS";33;-;2;35
"350340 AREALVA";1;-;-;1
"350380 ARTUR NOGUEIRA";5;-;-;5
"350390 ARUJA";20;-;-;20
"350400 ASSIS";32;-;3;35
"350410 ATIBAIA";34;-;1;35
"350440 AVANHANDAVA";13;-;-;13
"350450 AVARE";27;-;3;30
"350460 BADY BASSITT";3;-;-;3
"350470 BALBINOS";17;-;4;21
"350490 BANANAL";1;-;-;1
"350500 BARAO DE ANTONINA";1;-;-;1
"350510 BARBOSA";1;-;-;1
"350520 BARIRI";2;-;-;2
"350530 BARRA BONITA";6;-;1;7
"350540 BARRA DO TURVO";3;-;-;3
"350550 BARRETOS";47;-;1;48
"350560 BARRINHA";1;-;1;2
"350570 BARUERI";124;-;2;126
"350580 BASTOS";1;-;-;1
"350590 BATATAIS";2;-;-;2
"350600 BAURU";142;-;25;167
"350610 BEBEDOURO";11;-;3;14
"350620 BENTO DE ABREU";1;-;-;1
"350630 BERNARDINO DE CAMPOS";2;-;-;2
"350635 BERTIOGA";30;-;-;30
"350650 BIRIGUI";23;-;1;24
"350660 BIRITIBA-MIRIM";2;-;-;2
"350670 BOA ESPERANCA DO SUL";3;-;-;3
"350680 BOCAINA";2;-;-;2
"350690 BOFETE";1;-;-;1
"350700 BOITUVA";9;-;-;9
"350710 BOM JESUS DOS PERDOES";4;-;-;4
"350715 BOM SUCESSO DE ITARARE";2;-;-;2
"350720 BORA";1;-;-;1
"350745 BOREBI";1;-;-;1
"350750 BOTUCATU";53;-;1;54
"350760 BRAGANCA PAULISTA";27;-;1;28
"350770 BRAUNA";2;-;-;2
"350780 BRODOWSKI";2;-;-;2
"350790 BROTAS";3;-;-;3
"350800 BURI";5;-;-;5
"350810 BURITAMA";1;-;-;1
"350840 CABREUVA";6;-;-;6
"350850 CACAPAVA";33;-;-;33
"350860 CACHOEIRA PAULISTA";2;-;-;2
"350870 CACONDE";4;-;-;4
"350900 CAIEIRAS";15;-;2;17
"350910 CAIUA";4;-;2;6
"350920 CAJAMAR";9;-;2;11
"350925 CAJATI";10;-;-;10
"350950 CAMPINAS";431;-;12;443
"350960 CAMPO LIMPO PAULISTA";23;-;-;23
"350970 CAMPOS DO JORDAO";8;-;-;8
"350990 CANANEIA";12;-;1;13
"351000 CANDIDO MOTA";2;-;-;2
"351015 CANITAR";3;-;1;4
"351020 CAPAO BONITO";11;-;-;11
"351030 CAPELA DO ALTO";3;-;-;3
"351040 CAPIVARI";17;-;-;17
"351050 CARAGUATATUBA";75;-;2;77
"351060 CARAPICUIBA";136;-;4;140
"351070 CARDOSO";1;-;-;1
"351080 CASA BRANCA";25;-;1;26
"351100 CASTILHO";2;-;-;2
"351110 CATANDUVA";30;-;-;30
"351120 CATIGUA";1;-;-;1
"351130 CEDRAL";2;-;-;2
"351140 CERQUEIRA CESAR";1;-;-;1
"351150 CERQUILHO";6;-;-;6
"351160 CESARIO LANGE";4;-;-;4
"351200 COLINA";4;-;-;4
"351220 CONCHAL";14;-;-;14
"351230 CONCHAS";4;-;-;4
"351250 COROADOS";2;-;-;2
"351280 COSMOPOLIS";7;-;-;7
"351300 COTIA";60;-;5;65
"351310 CRAVINHOS";1;-;-;1
"351340 CRUZEIRO";60;1;2;63
"351350 CUBATAO";131;-;16;147
"351360 CUNHA";4;-;-;4
"351370 DESCALVADO";5;-;-;5
"351380 DIADEMA";143;-;9;152
"351400 DOBRADA";1;-;-;1
"351410 DOIS CORREGOS";2;-;-;2
"351420 DOLCINOPOLIS";1;-;-;1
"351440 DRACENA";29;-;3;32
"351470 ECHAPORA";2;-;-;2
"351480 ELDORADO";4;-;-;4
"351500 EMBU DAS ARTES";96;-;2;98
"351510 EMBU-GUACU";29;-;1;30
"351515 ENGENHEIRO COELHO";2;-;-;2
"351518 ESPIRITO SANTO DO PINHAL";8;-;-;8
"351519 ESPIRITO SANTO DO TURVO";5;-;-;5
"351535 EUCLIDES DA CUNHA PAULISTA";2;-;-;2
"351540 FARTURA";4;-;-;4
"351550 FERNANDOPOLIS";17;-;-;17
"351565 FERNAO";-;-;1;1
"351570 FERRAZ DE VASCONCELOS";67;-;3;70
"351600 FLORIDA PAULISTA";22;-;3;25
"351610 FLORINIA";2;-;-;2
"351620 FRANCA";53;-;5;58
"351630 FRANCISCO MORATO";50;-;1;51
"351640 FRANCO DA ROCHA";53;-;10;63
"351670 GARCA";9;-;-;9
"351680 GASTAO VIDIGAL";4;-;-;4
"351685 GAVIAO PEIXOTO";1;-;-;1
"351690 GENERAL SALGADO";2;-;-;2
"351700 GETULINA";32;-;3;35
"351730 GUAIMBE";1;-;-;1
"351740 GUAIRA";7;-;-;7
"351750 GUAPIACU";1;-;1;2
"351760 GUAPIARA";2;-;-;2
"351770 GUARA";8;-;-;8
"351790 GUARACI";2;-;-;2
"351810 GUARANTA";1;-;-;1
"351820 GUARARAPES";5;-;-;5
"351830 GUARAREMA";3;-;2;5
"351840 GUARATINGUETA";30;-;1;31
"351850 GUAREI";22;-;4;26
"351860 GUARIBA";2;-;-;2
"351870 GUARUJA";238;-;16;254
"351880 GUARULHOS";396;-;38;434
"351900 HERCULANDIA";1;-;-;1
"351907 HORTOLANDIA";59;-;5;64
"351925 IARAS";4;-;1;5
"351930 IBATE";2;-;-;2
"351940 IBIRA";1;-;1;2
"351950 IBIRAREMA";1;-;-;1
"351960 IBITINGA";26;-;1;27
"351970 IBIUNA";14;-;1;15
"351990 IEPE";5;-;-;5
"352000 IGARACU DO TIETE";5;-;-;5
"352010 IGARAPAVA";4;-;-;4
"352020 IGARATA";1;-;-;1
"352030 IGUAPE";15;-;3;18
"352040 ILHABELA";14;-;-;14
"352042 ILHA COMPRIDA";3;-;-;3
"352044 ILHA SOLTEIRA";1;-;-;1
"352050 INDAIATUBA";35;-;-;35
"352090 IPAUSSU";3;-;-;3
"352100 IPERO";20;-;1;21
"352110 IPEUNA";1;-;-;1
"352130 IPUA";4;-;-;4
"352140 IRACEMAPOLIS";5;-;-;5
"352150 IRAPUA";1;-;-;1
"352160 IRAPURU";16;-;1;17
"352180 ITAI";9;-;-;9
"352200 ITAJU";1;-;-;1
"352210 ITANHAEM";75;-;3;78
"352215 ITAOCA";1;-;-;1
"352220 ITAPECERICA DA SERRA";56;-;4;60
"352230 ITAPETININGA";59;-;3;62
"352240 ITAPEVA";30;-;2;32
"352250 ITAPEVI";112;-;7;119
"352260 ITAPIRA";12;-;9;21
"352265 ITAPIRAPUA PAULISTA";1;-;-;1
"352270 ITAPOLIS";5;-;-;5
"352280 ITAPORANGA";6;-;-;6
"352290 ITAPUI";6;-;-;6
"352300 ITAPURA";1;-;-;1
"352310 ITAQUAQUECETUBA";116;-;10;126
"352320 ITARARE";9;-;-;9
"352330 ITARIRI";6;-;1;7
"352340 ITATIBA";22;-;-;22
"352360 ITIRAPINA";32;-;5;37
"352370 ITIRAPUA";1;-;-;1
"352390 ITU";50;-;-;50
"352400 ITUPEVA";5;-;-;5
"352410 ITUVERAVA";8;-;-;8
"352430 JABOTICABAL";9;-;-;9
"352440 JACAREI";63;-;3;66
"352450 JACI";4;-;-;4
"352460 JACUPIRANGA";2;-;-;2
"352470 JAGUARIUNA";15;-;-;15
"352480 JALES";5;-;-;5
"352500 JANDIRA";27;-;3;30
"352510 JARDINOPOLIS";2;-;1;3
"352520 JARINU";6;-;-;6
"352530 JAU";25;-;-;25
"352550 JOANOPOLIS";2;-;-;2
"352570 JOSE BONIFACIO";2;-;-;2
"352580 JULIO MESQUITA";1;-;-;1
"352585 JUMIRIM";3;-;-;3
"352590 JUNDIAI";134;-;7;141
"352600 JUNQUEIROPOLIS";15;-;3;18
"352610 JUQUIA";3;-;-;3
"352620 JUQUITIBA";7;-;1;8
"352640 LARANJAL PAULISTA";8;-;-;8
"352650 LAVINIA";53;-;3;56
"352660 LAVRINHAS";1;-;-;1
"352670 LEME";27;-;4;31
"352680 LENCOIS PAULISTA";15;1;1;17
"352690 LIMEIRA";84;-;5;89
"352710 LINS";35;-;2;37
"352720 LORENA";16;1;-;17
"352730 LOUVEIRA";4;-;-;4
"352740 LUCELIA";20;-;-;20
"352750 LUCIANOPOLIS";2;-;-;2
